Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     504/504         GlobalCounters::interval_metrics() [166]
-----------------------------------------------
                               84340             std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [42]
                0.00    0.00       1/19          GlobalCounters::~GlobalCounters() [66]
                0.02    0.00      18/19          MemoryController::~MemoryController() [44]
[42]     0.0    0.02    0.00      19+84340   std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [42]
                               84340             std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [42]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.0    0.02    0.00                 Conn::get_sim_end() [43]
-----------------------------------------------
                0.00    0.02       1/1           NeuraTile::~NeuraTile() [36]
[44]     0.0    0.00    0.02       1         MemoryController::~MemoryController() [44]
                0.02    0.00      18/19          std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [42]
                0.00    0.00       3/146         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [195]
-----------------------------------------------
                0.00    0.00  155488/578655      NeuraMem::reply_multiple_mem_reqs(MemResponse*) [33]
                0.01    0.01  423167/578655      NeuraMem::tick() [3]
[45]     0.0    0.01    0.01  578655         NeuraMem::generate_mem_response(MemRequest*, int) [45]
                0.01    0.00  578655/687643      MemResponse::MemResponse(GlobalCounters*, int, int, int, int, int, int, long long, MemRequest*, HashRequest*) [52]
                0.00    0.00  578655/687643      MemRequest::get_src_unit_uid() [90]
                0.00    0.00  578655/578655      MemRequest::get_req_type() [98]
                0.00    0.00  578655/2109429     MemRequest::get_src_address() [82]
                0.00    0.00  578655/687643      MemRequest::get_id() [91]
                0.00    0.00  578655/687643      MemRequest::get_size() [92]
                0.00    0.00  578655/578655      MemRequest::get_src_hash_req() [101]
                0.00    0.00  578655/578655      MemResponse::set_operand_id(int) [103]
                0.00    0.00  578655/578655      MemRequest::get_operand_id() [99]
-----------------------------------------------
                0.01    0.01  859913/859913      Writer::tick() [32]
[46]     0.0    0.01    0.01  859913         Writer::get_next_response() [46]
                0.01    0.00  149735/1743451     InstX::get_type() [28]
-----------------------------------------------
                0.01    0.01   43150/43150       NeuraMem::tick() [3]
[47]     0.0    0.01    0.01   43150         HashPad::hit_routine(HashRequest*) [47]
                0.01    0.00   43150/68695       HashPad::decrement_count_map(long long) [55]
                0.00    0.00  129450/569845      HashRequest::get_b_col_id() [107]
                0.00    0.00   43150/218430      HashRequest::get_mult_result() [117]
                0.00    0.00   43150/43150       HashLine::accumulate_data(int) [144]
-----------------------------------------------
                0.00    0.02  155488/155488      NeuraMem::tick() [3]
[48]     0.0    0.00    0.02  155488         Cache::miss_routine(MemRequest*) [48]
                0.01    0.00  155488/155488      Cache::insert_in_request_table(MemRequest*) [54]
                0.01    0.00  108988/108988      address_to_mc_id(GlobalCounters*, int) [64]
                0.00    0.00  217976/2109429     MemRequest::get_src_address() [82]
                0.00    0.00  108988/837378      MemRequest::MemRequest(GlobalCounters*, int, int, int, int, int, int, int, HashRequest*) [87]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.0    0.01    0.01                 post_sim(NeuraTile*) [49]
                0.00    0.01       1/1           NeuraTile::post_sim_metrics() [63]
                0.00    0.00       1/1           NeuraTile::self_post_sim_metrics() [367]
                0.00    0.00       1/3           Mongo::Mongo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [281]
                0.00    0.00       1/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [161]
                0.00    0.00       1/6           NeuraTile::get_gcp() [269]
                0.00    0.00       1/2           GlobalCounters::get_exp_name[abi:cxx11]() [286]
-----------------------------------------------
                0.01    0.01   25545/25545       NeuraMem::tick() [3]
[50]     0.0    0.01    0.01   25545         NeuraMem::eviction_routine(HashRequest*) [50]
                0.01    0.00   25545/4887910     packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [6]
                0.00    0.00   76635/408060      HashRequest::get_table_id() [110]
                0.00    0.00   51090/569845      HashRequest::get_b_col_id() [107]
                0.00    0.00   25545/25545       GlobalCounters::get_total_writers() [146]
                0.00    0.00   25545/149735      GlobalCounters::get_writer_id_array() [131]
                0.00    0.00   25545/218430      HashRequest::get_mult_result() [117]
                0.00    0.00   25545/149735      HashResponse::HashResponse(GlobalCounters*, int, int, long long, long long, int, HashRequest*) [130]
                0.00    0.00   25545/149735      HashResponse::get_dest_unit_uid() [129]
                0.00    0.00   25545/218430      void std::deque<InstX*, std::allocator<InstX*> >::emplace_back<InstX*>(InstX*&&) [118]
                0.00    0.00   25545/25545       HashPad::evict_hash_line(long long) [147]
-----------------------------------------------
                0.00    0.00  217976/735422      MemoryController::generate_memory_response(MemRequest*) [31]
                0.00    0.00  258723/735422      MemoryController::update_mem_req_map_and_add_transaction(MemRequest*) [39]
                0.00    0.00  258723/735422      MemoryController::tick() [16]
[51]     0.0    0.01    0.00  735422         MemRequest::get_address() [51]
-----------------------------------------------
                0.00    0.00  108988/687643      MemoryController::generate_memory_response(MemRequest*) [31]
                0.01    0.00  578655/687643      NeuraMem::generate_mem_response(MemRequest*, int) [45]
[52]     0.0    0.01    0.00  687643         MemResponse::MemResponse(GlobalCounters*, int, int, int, int, int, int, long long, MemRequest*, HashRequest*) [52]
                0.00    0.00  687643/1867641     InstX::InstX() [83]
                0.00    0.00  687643/687643      GlobalCounters::generate_mem_resp_id() [94]
-----------------------------------------------
                0.01    0.00  192885/192885      NeuraCore::rf_responder() [18]
[53]     0.0    0.01    0.00  192885         HashRequest::set_b_col_id_ready() [53]
-----------------------------------------------
                0.01    0.00  155488/155488      Cache::miss_routine(MemRequest*) [48]
[54]     0.0    0.01    0.00  155488         Cache::insert_in_request_table(MemRequest*) [54]
                0.00    0.00  310976/2109429     MemRequest::get_src_address() [82]
                0.00    0.00  108988/108988      std::_Rb_tree<long long, std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > >, std::_Select1st<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >, std::less<long long>, std::allocator<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >, long long const&) [139]
-----------------------------------------------
                0.00    0.00   25545/68695       HashPad::miss_routine(HashRequest*) [65]
                0.01    0.00   43150/68695       HashPad::hit_routine(HashRequest*) [47]
[55]     0.0    0.01    0.00   68695         HashPad::decrement_count_map(long long) [55]
-----------------------------------------------
                0.01    0.00   68695/68695       NeuraMem::tick() [3]
[56]     0.0    0.01    0.00   68695         HashPad::is_data_in_hash_table(long long) [56]
-----------------------------------------------
                0.01    0.00   16128/16128       NeuraTile::interval_metrics() [41]
[57]     0.0    0.01    0.00   16128         NeuraRouter::interval_metrics() [57]
                0.00    0.00   16128/33768       bsoncxx::v_noabi::document::value bsoncxx::v_noabi::builder::basic::make_document<std::tuple<char const (&) [5], char const (&) [17]>, std::tuple<char const (&) [12], long&&>, std::tuple<char const (&) [21], long&&>, std::tuple<char const (&) [21], long&&> >(std::tuple<char const (&) [5], char const (&) [17]>&&, std::tuple<char const (&) [12], long&&>&&, std::tuple<char const (&) [21], long&&>&&, std::tuple<char const (&) [21], long&&>&&) [145]
-----------------------------------------------
                                9622             std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [58]
                0.01    0.00     160/160         Cache::~Cache() [59]
[58]     0.0    0.01    0.00     160+9622    std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [58]
                                9622             std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [58]
-----------------------------------------------
                0.00    0.01      16/16          NeuraMem::~NeuraMem() [60]
[59]     0.0    0.00    0.01      16         Cache::~Cache() [59]
                0.01    0.00     160/160         std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [58]
-----------------------------------------------
                0.00    0.01      16/16          NeuraTile::~NeuraTile() [36]
[60]     0.0    0.00    0.01      16         NeuraMem::~NeuraMem() [60]
                0.00    0.01      16/16          Cache::~Cache() [59]
                0.00    0.00   14350/14350       HashPad::~HashPad() [154]
                0.00    0.00     137/137         std::_Rb_tree<long long, std::pair<long long const, HashPad*>, std::_Select1st<std::pair<long long const, HashPad*> >, std::less<long long>, std::allocator<std::pair<long long const, HashPad*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, HashPad*> >*) [196]
                0.00    0.00      33/146         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [195]
-----------------------------------------------
                0.00    0.01       1/1           NeuraTile::post_sim_metrics() [63]
[61]     0.0    0.00    0.01       1         MemoryController::post_sim_metrics() [61]
                0.01    0.00       1/1           MemoryController::write_accessed_to_file() [62]
                0.00    0.00       1/1800527     GlobalCounters::get_cycle() [84]
-----------------------------------------------
                0.01    0.00       1/1           MemoryController::post_sim_metrics() [61]
[62]     0.0    0.01    0.00       1         MemoryController::write_accessed_to_file() [62]
                0.00    0.00       2/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.242] [270]
                0.00    0.00       2/3           GlobalCounters::get_results_dir[abi:cxx11]() [280]
-----------------------------------------------
                0.00    0.01       1/1           post_sim(NeuraTile*) [49]
[63]     0.0    0.00    0.01       1         NeuraTile::post_sim_metrics() [63]
                0.00    0.01       1/1           MemoryController::post_sim_metrics() [61]
                0.00    0.00     220/220         Conn::post_sim_metrics() [186]
                0.00    0.00      32/32          NeuraRouter::post_sim_metrics() [228]
                0.00    0.00      16/16          NeuraCore::post_sim_metrics() [255]
                0.00    0.00      16/16          NeuraMem::post_sim_metrics() [250]
                0.00    0.00       2/2           Writer::post_sim_metrics() [291]
                0.00    0.00       1/1           GlobalCounters::post_sim_metrics() [333]
                0.00    0.00       1/1           NeuraDispatcher::post_sim_metrics() [346]
-----------------------------------------------
                0.01    0.00  108988/108988      Cache::miss_routine(MemRequest*) [48]
[64]     0.0    0.01    0.00  108988         address_to_mc_id(GlobalCounters*, int) [64]
                0.00    0.00  108988/258723      GlobalCounters::get_mc_id_array() [114]
                0.00    0.00  108988/108988      GlobalCounters::get_total_mcs() [135]
-----------------------------------------------
                0.00    0.00   25545/25545       NeuraMem::tick() [3]
[65]     0.0    0.00    0.00   25545         HashPad::miss_routine(HashRequest*) [65]
                0.00    0.00   25545/68695       HashPad::decrement_count_map(long long) [55]
                0.00    0.00  127725/569845      HashRequest::get_b_col_id() [107]
                0.00    0.00   51090/243975      HashRequest::get_count() [116]
                0.00    0.00   25545/218430      HashRequest::get_mult_result() [117]
                0.00    0.00   25545/25545       HashLine::HashLine(long long, int, long long) [148]
-----------------------------------------------
                0.00    0.00       1/69          NeuraTile::~NeuraTile() [36]
                0.00    0.00      68/69          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [67]
[66]     0.0    0.00    0.00      69         GlobalCounters::~GlobalCounters() [66]
                0.00    0.00       1/19          std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [42]
                0.00    0.00      68/264636      MemResponse::get_payload() [112]
                0.00    0.00      68/68          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [213]
                0.00    0.00       5/5           std::_Rb_tree<int, std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<int>, std::allocator<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [272]
                0.00    0.00       5/5           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >*) [271]
                0.00    0.00       1/1           Mongo::~Mongo() [358]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::_Select1st<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::less<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::vector<int, std::allocator<int> >*> >*) [373]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, unsigned long>, std::_Select1st<std::pair<int const, unsigned long> >, std::less<int>, std::allocator<std::pair<int const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, unsigned long> >*) [375]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [372]
-----------------------------------------------
                0.00    0.00       1/68          NeuraDispatcher::custom_constructor(GlobalCounters*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [72]
                0.00    0.00       1/68          MemoryController::custom_constructor(GlobalCounters*, int) [27]
                0.00    0.00       2/68          Writer::custom_constructor(GlobalCounters*, long long) [71]
                0.00    0.00      16/68          NeuraCore::custom_constructor(GlobalCounters*, int, int, int) [70]
                0.00    0.00      16/68          NeuraMem::custom_constructor(GlobalCounters*, long long, long long, long long) [69]
                0.00    0.00      32/68          NeuraRouter::custom_constructor(GlobalCounters*, long long, long long) [68]
[67]     0.0    0.00    0.00      68         GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [67]
                0.00    0.00      68/69          GlobalCounters::~GlobalCounters() [66]
                0.00    0.00      68/68          std::_Rb_tree<int, std::pair<int const, unsigned long>, std::_Select1st<std::pair<int const, unsigned long> >, std::less<int>, std::allocator<std::pair<int const, unsigned long> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, unsigned long> >, int const&) [215]
                0.00    0.00      68/577424      std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned long const, int> >, unsigned long const&) [105]
                0.00    0.00      68/68          std::_Rb_tree<int, std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<int>, std::allocator<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, int const&) [214]
                0.00    0.00      68/68          std::vector<boost::detail::adj_list_gen<boost::adjacency_list<boost::vecS, boost::vecS, boost::directedS, boost::property<boost::vertex_name_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::no_property>, boost::property<boost::edge_weight_t, int, boost::no_property>, boost::no_property, boost::listS>, boost::vecS, boost::vecS, boost::directedS, boost::property<boost::vertex_name_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::no_property>, boost::property<boost::edge_weight_t, int, boost::no_property>, boost::no_property, boost::listS>::config::stored_vertex, std::allocator<boost::detail::adj_list_gen<boost::adjacency_list<boost::vecS, boost::vecS, boost::directedS, boost::property<boost::vertex_name_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::no_property>, boost::property<boost::edge_weight_t, int, boost::no_property>, boost::no_property, boost::listS>, boost::vecS, boost::vecS, boost::directedS, boost::property<boost::vertex_name_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::no_property>, boost::property<boost::edge_weight_t, int, boost::no_property>, boost::no_property, boost::listS>::config::stored_vertex> >::_M_default_append(unsigned long) [212]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, unsigned long>, std::_Select1st<std::pair<int const, unsigned long> >, std::less<int>, std::allocator<std::pair<int const, unsigned long> > >::_M_get_insert_unique_pos(int const&) [374]
-----------------------------------------------
                0.00    0.00      32/32          NeuraTile::create_unit_components() [24]
[68]     0.0    0.00    0.00      32         NeuraRouter::custom_constructor(GlobalCounters*, long long, long long) [68]
                0.00    0.00      32/68          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [67]
                0.00    0.00     576/576         std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.129] [162]
                0.00    0.00     128/128         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.130] [197]
                0.00    0.00      64/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [161]
                0.00    0.00      32/32          GlobalCounters::generate_router_id() [233]
                0.00    0.00      32/68          GlobalCounters::generate_uid() [206]
                0.00    0.00      32/32          GlobalCounters::set_router_id_array(int, int) [234]
                0.00    0.00      32/32          NeuraRouter::create_routing_matrix() [229]
-----------------------------------------------
                0.00    0.00      16/16          NeuraTile::create_unit_components() [24]
[69]     0.0    0.00    0.00      16         NeuraMem::custom_constructor(GlobalCounters*, long long, long long, long long) [69]
                0.00    0.00      16/68          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [67]
                0.00    0.00     128/128         std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.171] [198]
                0.00    0.00      64/64          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.172] [225]
                0.00    0.00      32/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [161]
                0.00    0.00      16/16          GlobalCounters::generate_mem_id() [238]
                0.00    0.00      16/68          GlobalCounters::generate_uid() [206]
                0.00    0.00      16/16          GlobalCounters::set_mem_id_array(int, int) [240]
                0.00    0.00      16/16          Cache::custom_constructor(GlobalCounters*, int) [247]
-----------------------------------------------
                0.00    0.00      16/16          NeuraTile::create_unit_components() [24]
[70]     0.0    0.00    0.00      16         NeuraCore::custom_constructor(GlobalCounters*, int, int, int) [70]
                0.00    0.00      16/68          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [67]
                0.00    0.00     160/160         std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.119] [194]
                0.00    0.00      64/64          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.120] [224]
                0.00    0.00      32/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [161]
                0.00    0.00      16/16          GlobalCounters::generate_core_id() [239]
                0.00    0.00      16/68          GlobalCounters::generate_uid() [206]
                0.00    0.00      16/16          GlobalCounters::set_core_id_array(int, int) [241]
-----------------------------------------------
                0.00    0.00       2/2           NeuraTile::create_unit_components() [24]
[71]     0.0    0.00    0.00       2         Writer::custom_constructor(GlobalCounters*, long long) [71]
                0.00    0.00       2/68          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [67]
                0.00    0.00       8/8           std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.110] [267]
                0.00    0.00       4/4           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.113] [277]
                0.00    0.00       4/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [161]
                0.00    0.00       2/2           GlobalCounters::generate_writer_id() [287]
                0.00    0.00       2/68          GlobalCounters::generate_uid() [206]
                0.00    0.00       2/2           GlobalCounters::set_writer_id_array(int, int) [288]
                0.00    0.00       2/2           Writer::create_C_row_ptr_array() [292]
-----------------------------------------------
                0.00    0.00       1/1           NeuraTile::create_unit_components() [24]
[72]     0.0    0.00    0.00       1         NeuraDispatcher::custom_constructor(GlobalCounters*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [72]
                0.00    0.00       1/68          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [67]
                0.00    0.00      32/32          std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.97] [235]
                0.00    0.00       2/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [161]
                0.00    0.00       1/1           GlobalCounters::generate_dispatcher_id() [338]
                0.00    0.00       1/68          GlobalCounters::generate_uid() [206]
                0.00    0.00       1/1           GlobalCounters::set_dispatcher_id_array(int, int) [340]
                0.00    0.00       1/1           NeuraDispatcher::load_program() [344]
                0.00    0.00       1/1           GlobalCounters::get_total_cores() [329]
-----------------------------------------------
                0.00    0.00 3820354/3820354     NeuraCore::process_hash_request(HashRequest*) [11]
[80]     0.0    0.00    0.00 3820354         HashRequest::is_all_ready() [80]
-----------------------------------------------
                0.00    0.00 2736475/2736475     NeuraMem::tick() [3]
[81]     0.0    0.00    0.00 2736475         Cache::is_request_table_empty() [81]
-----------------------------------------------
                0.00    0.00  217976/2109429     Cache::miss_routine(MemRequest*) [48]
                0.00    0.00  310976/2109429     Cache::insert_in_request_table(MemRequest*) [54]
                0.00    0.00  423167/2109429     Cache::hit_routine(MemRequest*) [17]
                0.00    0.00  578655/2109429     NeuraMem::generate_mem_response(MemRequest*, int) [45]
                0.00    0.00  578655/2109429     NeuraMem::tick() [3]
[82]     0.0    0.00    0.00 2109429         MemRequest::get_src_address() [82]
-----------------------------------------------
                0.00    0.00  149735/1867641     HashResponse::HashResponse(GlobalCounters*, int, int, long long, long long, int, HashRequest*) [130]
                0.00    0.00  192885/1867641     HashRequest::HashRequest(GlobalCounters*, int, int, long long, long long, long long, long long, long long) [121]
                0.00    0.00  687643/1867641     MemResponse::MemResponse(GlobalCounters*, int, int, int, int, int, int, long long, MemRequest*, HashRequest*) [52]
                0.00    0.00  837378/1867641     MemRequest::MemRequest(GlobalCounters*, int, int, int, int, int, int, int, HashRequest*) [87]
[83]     0.0    0.00    0.00 1867641         InstX::InstX() [83]
-----------------------------------------------
                0.00    0.00       1/1800527     MemoryController::post_sim_metrics() [61]
                0.00    0.00  108988/1800527     Cache::update_cache_table(MemResponse*) [34]
                0.00    0.00  258723/1800527     MemoryController::update_mem_req_map_and_add_transaction(MemRequest*) [39]
                0.00    0.00  423167/1800527     Cache::hit_routine(MemRequest*) [17]
                0.00    0.00 1009648/1800527     NeuraTile::tick() [1]
[84]     0.0    0.00    0.00 1800527         GlobalCounters::get_cycle() [84]
-----------------------------------------------
                0.00    0.00  108988/877915      MemoryController::generate_memory_response(MemRequest*) [31]
                0.00    0.00  258723/877915      MemoryController::tick() [16]
