Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           GlobalCounters::GlobalCounters(ArgParse*) [342]
-----------------------------------------------
                                                 <spontaneous>
[24]     0.2    0.00    0.11                 MemoryController::ReadCallBack(unsigned long) [24]
                0.08    0.00  108988/108988      MemoryController::generate_memory_response(MemRequest*) [29]
                0.03    0.00  108988/4887910     packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [7]
                0.00    0.00  108988/687643      MemResponse::get_dest_unit_uid() [95]
                0.00    0.00  108988/837378      InstX::~InstX() [90]
                0.00    0.00  108988/258723      MemRequest::~MemRequest() [113]
                0.00    0.00  101749/251481      std::_Rb_tree<unsigned long, std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > >, std::_Select1st<std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > > >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > > > >::erase(unsigned long const&) [116]
-----------------------------------------------
                0.00    0.11       1/1           NeuraTile::create_unit_components() [21]
[25]     0.2    0.00    0.11       1         MemoryController::custom_constructor(GlobalCounters*, int) [25]
                0.11    0.00       1/1           MemoryController::load_dram_data() [26]
                0.00    0.00       1/68          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [69]
                0.00    0.00      20/20          std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.238] [237]
                0.00    0.00       3/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.242] [271]
                0.00    0.00       3/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [162]
                0.00    0.00       2/2           std::_Function_base::_Base_manager<std::_Bind<void (MemoryController::*(MemoryController*, std::_Placeholder<1>))(unsigned long)> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [298]
                0.00    0.00       1/1           GlobalCounters::generate_mc_id() [328]
                0.00    0.00       1/68          GlobalCounters::generate_uid() [207]
                0.00    0.00       1/1           GlobalCounters::set_mc_id_array(int, int) [330]
                0.00    0.00       1/1           GlobalCounters::get_dram_data_file_name[abi:cxx11]() [339]
                0.00    0.00       1/3           GlobalCounters::get_results_dir[abi:cxx11]() [281]
-----------------------------------------------
                0.11    0.00       1/1           MemoryController::custom_constructor(GlobalCounters*, int) [25]
[26]     0.2    0.11    0.00       1         MemoryController::load_dram_data() [26]
                0.00    0.00  577356/577424      std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned long const, int> >, unsigned long const&) [105]
-----------------------------------------------
                0.11    0.00 75688274/75688274     NeuraCore::tick() [8]
[27]     0.2    0.11    0.00 75688274         HashRequest::inc_reg_file_time() [27]
-----------------------------------------------
                0.09    0.00 12042440/12042440     NeuraCore::process_pipelines() [9]
[28]     0.2    0.09    0.00 12042440         HashRequest::is_ready_to_process() [28]
-----------------------------------------------
                0.08    0.00  108988/108988      MemoryController::ReadCallBack(unsigned long) [24]
[29]     0.2    0.08    0.00  108988         MemoryController::generate_memory_response(MemRequest*) [29]
                0.00    0.00  108988/687643      MemResponse::MemResponse(GlobalCounters*, int, int, int, int, int, int, long long, MemRequest*, HashRequest*) [63]
                0.00    0.00  217976/735422      MemRequest::get_address() [91]
                0.00    0.00  108988/877915      MemRequest::get_is_write() [86]
                0.00    0.00  108988/687643      MemRequest::get_src_unit_uid() [92]
                0.00    0.00  108988/687643      MemRequest::get_size() [94]
                0.00    0.00  108988/687643      MemRequest::get_id() [93]
-----------------------------------------------
                0.05    0.03  504824/504824      NeuraTile::tick() [1]
[30]     0.1    0.05    0.03  504824         MemoryController::tick() [30]
                0.02    0.00  258723/258723      MemoryController::update_mem_req_map_and_add_transaction(MemRequest*) [44]
                0.01    0.00  258723/1743451     InstX::get_type() [37]
                0.00    0.00  258723/735422      MemRequest::get_address() [91]
                0.00    0.00  258723/877915      MemRequest::get_is_write() [86]
-----------------------------------------------
                0.07    0.00  423167/423167      NeuraMem::tick() [3]
[31]     0.1    0.07    0.00  423167         Cache::hit_routine(MemRequest*) [31]
                0.00    0.00  423167/2109429     MemRequest::get_src_address() [62]
                0.00    0.00  423167/1800527     GlobalCounters::get_cycle() [85]
-----------------------------------------------
                0.05    0.02 8077184/8077184     NeuraCore::tick() [8]
[32]     0.1    0.05    0.02 8077184         NeuraCore::rf_responder() [32]
                0.01    0.00  578655/1743451     InstX::get_type() [37]
                0.01    0.00  578655/578655      MemResponse::~MemResponse() [65]
                0.00    0.00  578655/578655      MemResponse::get_operand_id() [103]
                0.00    0.00  578655/837378      InstX::~InstX() [90]
                0.00    0.00  192885/192885      HashRequest::set_b_col_id_ready() [121]
                0.00    0.00  192885/192885      HashRequest::set_a_data_ready() [119]
                0.00    0.00  192885/192885      HashRequest::set_b_data_ready() [120]
-----------------------------------------------
                0.01    0.05 1009648/1009648     NeuraTile::tick() [1]
[33]     0.1    0.01    0.05 1009648         Writer::tick() [33]
                0.00    0.04  149735/149735      Writer::send_write_request(MemRequest*) [36]
                0.01    0.00  859913/859913      Writer::get_next_response() [48]
                0.00    0.00  149735/149735      HashResponse::get_table_id() [125]
                0.00    0.00  149735/258723      GlobalCounters::get_mc_id_array() [114]
                0.00    0.00  149735/149735      HashResponse::get_mult_result() [126]
                0.00    0.00  149735/149735      HashResponse::get_src_hash_req() [127]
                0.00    0.00  149735/837378      MemRequest::MemRequest(GlobalCounters*, int, int, int, int, int, int, int, HashRequest*) [88]
-----------------------------------------------
                0.03    0.03  108988/108988      NeuraMem::tick() [3]
[34]     0.1    0.03    0.03  108988         NeuraMem::send_mem_req(MemRequest*) [34]
                0.03    0.00  108988/4887910     packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [7]
                0.00    0.00  108988/837378      MemRequest::get_dest_unit_uid() [87]
-----------------------------------------------
                0.00    0.05  108988/108988      NeuraMem::tick() [3]
[35]     0.1    0.00    0.05  108988         NeuraMem::reply_multiple_mem_reqs(MemResponse*) [35]
                0.04    0.00  155488/4887910     packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [7]
                0.01    0.00  108988/108988      Cache::remove_from_request_table(long long) [53]
                0.00    0.00  155488/578655      NeuraMem::generate_mem_response(MemRequest*, int) [49]
                0.00    0.00  217976/326964      MemResponse::get_src_address() [111]
                0.00    0.00  155488/264636      MemResponse::get_payload() [112]
                0.00    0.00  155488/687643      MemResponse::get_dest_unit_uid() [95]
                0.00    0.00  108988/108988      Cache::get_mem_req_list[abi:cxx11](long long) [136]
-----------------------------------------------
                0.00    0.04  149735/149735      Writer::tick() [33]
[36]     0.1    0.00    0.04  149735         Writer::send_write_request(MemRequest*) [36]
                0.04    0.00  149735/4887910     packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [7]
                0.00    0.00  149735/837378      MemRequest::get_dest_unit_uid() [87]
-----------------------------------------------
                0.00    0.00  149735/1743451     Writer::get_next_response() [48]
                0.01    0.00  258723/1743451     MemoryController::tick() [30]
                0.01    0.00  578655/1743451     NeuraCore::rf_responder() [32]
                0.02    0.00  756338/1743451     NeuraMem::tick() [3]
[37]     0.1    0.04    0.00 1743451         InstX::get_type() [37]
-----------------------------------------------
                0.00    0.04       1/1           sim_cleanup(NeuraTile*) [39]
[38]     0.1    0.00    0.04       1         NeuraTile::~NeuraTile() [38]
                0.00    0.03      16/16          NeuraMem::~NeuraMem() [42]
                0.00    0.01       1/1           MemoryController::~MemoryController() [61]
                0.00    0.00       1/69          GlobalCounters::~GlobalCounters() [68]
                0.00    0.00     220/220         Conn::~Conn() [190]
                0.00    0.00      32/32          NeuraRouter::~NeuraRouter() [233]
                0.00    0.00      16/16          NeuraCore::~NeuraCore() [259]
                0.00    0.00       2/2           Writer::~Writer() [296]
                0.00    0.00       1/1           NeuraDispatcher::~NeuraDispatcher() [350]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.1    0.00    0.04                 sim_cleanup(NeuraTile*) [39]
                0.00    0.04       1/1           NeuraTile::~NeuraTile() [38]
-----------------------------------------------
                0.03    0.00  108988/108988      NeuraMem::tick() [3]
[40]     0.1    0.03    0.00  108988         Cache::update_cache_table(MemResponse*) [40]
                0.00    0.00  108988/264636      MemResponse::get_payload() [112]
                0.00    0.00  108988/326964      MemResponse::get_src_address() [111]
                0.00    0.00  108988/1800527     GlobalCounters::get_cycle() [85]
                0.00    0.00  108988/108988      CacheLine::CacheLine(int, long long, long long) [137]
                0.00    0.00  108988/108988      std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long long const, CacheLine*> >, long long const&) [139]
-----------------------------------------------
                0.03    0.00   68695/68695       NeuraMem::tick() [3]
[41]     0.1    0.03    0.00   68695         HashPad::is_data_in_hash_table(long long) [41]
-----------------------------------------------
                0.00    0.03      16/16          NeuraTile::~NeuraTile() [38]
[42]     0.1    0.00    0.03      16         NeuraMem::~NeuraMem() [42]
                0.00    0.02      16/16          Cache::~Cache() [46]
                0.01    0.00   14350/14350       HashPad::~HashPad() [55]
                0.00    0.00     137/137         std::_Rb_tree<long long, std::pair<long long const, HashPad*>, std::_Select1st<std::pair<long long const, HashPad*> >, std::less<long long>, std::allocator<std::pair<long long const, HashPad*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, HashPad*> >*) [197]
                0.00    0.00      33/146         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [196]
-----------------------------------------------
                0.01    0.02   25545/25545       NeuraMem::tick() [3]
[43]     0.1    0.01    0.02   25545         NeuraMem::eviction_routine(HashRequest*) [43]
                0.01    0.00   25545/25545       HashPad::evict_hash_line(long long) [54]
                0.01    0.00   25545/4887910     packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [7]
                0.00    0.00   25545/218430      void std::deque<InstX*, std::allocator<InstX*> >::emplace_back<InstX*>(InstX*&&) [50]
                0.00    0.00   76635/408060      HashRequest::get_table_id() [110]
                0.00    0.00   51090/569845      HashRequest::get_b_col_id() [107]
                0.00    0.00   25545/25545       GlobalCounters::get_total_writers() [147]
                0.00    0.00   25545/149735      GlobalCounters::get_writer_id_array() [130]
                0.00    0.00   25545/218430      HashRequest::get_mult_result() [118]
                0.00    0.00   25545/149735      HashResponse::HashResponse(GlobalCounters*, int, int, long long, long long, int, HashRequest*) [129]
                0.00    0.00   25545/149735      HashResponse::get_dest_unit_uid() [128]
-----------------------------------------------
                0.02    0.00  258723/258723      MemoryController::tick() [30]
[44]     0.0    0.02    0.00  258723         MemoryController::update_mem_req_map_and_add_transaction(MemRequest*) [44]
                0.00    0.00  510204/877915      MemRequest::get_is_write() [86]
                0.00    0.00  258723/735422      MemRequest::get_address() [91]
                0.00    0.00  258723/1800527     GlobalCounters::get_cycle() [85]
                0.00    0.00  258405/258405      void std::vector<MemRequest*, std::allocator<MemRequest*> >::_M_realloc_insert<MemRequest* const&>(__gnu_cxx::__normal_iterator<MemRequest**, std::vector<MemRequest*, std::allocator<MemRequest*> > >, MemRequest* const&) [115]
-----------------------------------------------
                                9622             std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [45]
                0.02    0.00     160/160         Cache::~Cache() [46]
[45]     0.0    0.02    0.00     160+9622    std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [45]
                                9622             std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [45]
-----------------------------------------------
                0.00    0.02      16/16          NeuraMem::~NeuraMem() [42]
[46]     0.0    0.00    0.02      16         Cache::~Cache() [46]
                0.02    0.00     160/160         std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [45]
-----------------------------------------------
                                                 <spontaneous>
[47]     0.0    0.02    0.00                 Conn::get_sim_end() [47]
-----------------------------------------------
                0.01    0.00  859913/859913      Writer::tick() [33]
[48]     0.0    0.01    0.00  859913         Writer::get_next_response() [48]
                0.00    0.00  149735/1743451     InstX::get_type() [37]
-----------------------------------------------
                0.00    0.00  155488/578655      NeuraMem::reply_multiple_mem_reqs(MemResponse*) [35]
                0.00    0.01  423167/578655      NeuraMem::tick() [3]
[49]     0.0    0.00    0.01  578655         NeuraMem::generate_mem_response(MemRequest*, int) [49]
                0.01    0.00  578655/578655      MemRequest::get_req_type() [64]
                0.00    0.00  578655/687643      MemResponse::MemResponse(GlobalCounters*, int, int, int, int, int, int, long long, MemRequest*, HashRequest*) [63]
                0.00    0.00  578655/2109429     MemRequest::get_src_address() [62]
                0.00    0.00  578655/687643      MemRequest::get_src_unit_uid() [92]
                0.00    0.00  578655/687643      MemRequest::get_id() [93]
                0.00    0.00  578655/687643      MemRequest::get_size() [94]
                0.00    0.00  578655/578655      MemRequest::get_src_hash_req() [102]
                0.00    0.00  578655/578655      MemResponse::set_operand_id(int) [104]
                0.00    0.00  578655/578655      MemRequest::get_operand_id() [100]
-----------------------------------------------
                0.00    0.00   25545/218430      NeuraMem::eviction_routine(HashRequest*) [43]
                0.01    0.00  192885/218430      NeuraCore::process_hash_request(HashRequest*) [12]
[50]     0.0    0.01    0.00  218430         void std::deque<InstX*, std::allocator<InstX*> >::emplace_back<InstX*>(InstX*&&) [50]
-----------------------------------------------
                0.01    0.00  192885/192885      NeuraDispatcher::tick() [19]
[51]     0.0    0.01    0.00  192885         HashRequest::HashRequest(GlobalCounters*, int, int, long long, long long, long long, long long, long long) [51]
                0.00    0.00  192885/1867641     InstX::InstX() [84]
                0.00    0.00  192885/192885      GlobalCounters::generate_hash_req_id() [122]
-----------------------------------------------
                0.01    0.00  192885/192885      NeuraDispatcher::tick() [19]
[52]     0.0    0.01    0.00  192885         NeuraDispatcher::send_hash_req(HashRequest*, int) [52]
-----------------------------------------------
                0.01    0.00  108988/108988      NeuraMem::reply_multiple_mem_reqs(MemResponse*) [35]
[53]     0.0    0.01    0.00  108988         Cache::remove_from_request_table(long long) [53]
                0.00    0.00   18264/18264       std::_Rb_tree<long long, std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > >, std::_Select1st<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >, std::less<long long>, std::allocator<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >*) [150]
-----------------------------------------------
                0.01    0.00   25545/25545       NeuraMem::eviction_routine(HashRequest*) [43]
[54]     0.0    0.01    0.00   25545         HashPad::evict_hash_line(long long) [54]
                0.00    0.00   15388/15388       std::_Rb_tree<long long, std::pair<long long const, HashLine*>, std::_Select1st<std::pair<long long const, HashLine*> >, std::less<long long>, std::allocator<std::pair<long long const, HashLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, HashLine*> >*) [152]
                0.00    0.00   15388/15388       std::_Rb_tree<long long, std::pair<long long const, long long>, std::_Select1st<std::pair<long long const, long long> >, std::less<long long>, std::allocator<std::pair<long long const, long long> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, long long> >*) [153]
-----------------------------------------------
                0.01    0.00   14350/14350       NeuraMem::~NeuraMem() [42]
[55]     0.0    0.01    0.00   14350         HashPad::~HashPad() [55]
-----------------------------------------------
                0.01    0.00     220/220         NeuraTile::post_sim_metrics() [58]
[56]     0.0    0.01    0.00     220         Conn::post_sim_metrics() [56]
                0.00    0.00     220/220         bsoncxx::v_noabi::document::value bsoncxx::v_noabi::builder::basic::make_document<std::tuple<char const (&) [5], char const (&) [17]>, std::tuple<char const (&) [3], long&&>, std::tuple<char const (&) [16], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>, std::tuple<char const (&) [12], long&&>, std::tuple<char const (&) [12], long&&> >(std::tuple<char const (&) [5], char const (&) [17]>&&, std::tuple<char const (&) [3], long&&>&&, std::tuple<char const (&) [16], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>&&, std::tuple<char const (&) [12], long&&>&&, std::tuple<char const (&) [12], long&&>&&) [191]
-----------------------------------------------
                               84340             std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [57]
                0.00    0.00       1/19          GlobalCounters::~GlobalCounters() [68]
                0.01    0.00      18/19          MemoryController::~MemoryController() [61]
[57]     0.0    0.01    0.00      19+84340   std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [57]
                               84340             std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [57]
-----------------------------------------------
                0.00    0.01       1/1           post_sim(NeuraTile*) [59]
[58]     0.0    0.00    0.01       1         NeuraTile::post_sim_metrics() [58]
                0.01    0.00     220/220         Conn::post_sim_metrics() [56]
                0.00    0.00      32/32          NeuraRouter::post_sim_metrics() [229]
                0.00    0.00      16/16          NeuraCore::post_sim_metrics() [256]
                0.00    0.00      16/16          NeuraMem::post_sim_metrics() [251]
                0.00    0.00       2/2           Writer::post_sim_metrics() [292]
                0.00    0.00       1/1           GlobalCounters::post_sim_metrics() [333]
                0.00    0.00       1/1           MemoryController::post_sim_metrics() [353]
                0.00    0.00       1/1           NeuraDispatcher::post_sim_metrics() [346]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.0    0.00    0.01                 post_sim(NeuraTile*) [59]
                0.00    0.01       1/1           NeuraTile::post_sim_metrics() [58]
                0.00    0.00       1/1           NeuraTile::self_post_sim_metrics() [369]
                0.00    0.00       1/3           Mongo::Mongo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [282]
                0.00    0.00       1/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [162]
                0.00    0.00       1/6           NeuraTile::get_gcp() [270]
                0.00    0.00       1/2           GlobalCounters::get_exp_name[abi:cxx11]() [287]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.0    0.01    0.00                 Conn::return_routine(bool, bool) [60]
-----------------------------------------------
                0.00    0.01       1/1           NeuraTile::~NeuraTile() [38]
[61]     0.0    0.00    0.01       1         MemoryController::~MemoryController() [61]
                0.01    0.00      18/19          std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [57]
                0.00    0.00       3/146         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [196]
-----------------------------------------------
                0.00    0.00  217976/2109429     Cache::miss_routine(MemRequest*) [66]
                0.00    0.00  310976/2109429     Cache::insert_in_request_table(MemRequest*) [67]
                0.00    0.00  423167/2109429     Cache::hit_routine(MemRequest*) [31]
                0.00    0.00  578655/2109429     NeuraMem::generate_mem_response(MemRequest*, int) [49]
                0.00    0.00  578655/2109429     NeuraMem::tick() [3]
[62]     0.0    0.01    0.00 2109429         MemRequest::get_src_address() [62]
-----------------------------------------------
                0.00    0.00  108988/687643      MemoryController::generate_memory_response(MemRequest*) [29]
                0.00    0.00  578655/687643      NeuraMem::generate_mem_response(MemRequest*, int) [49]
[63]     0.0    0.01    0.00  687643         MemResponse::MemResponse(GlobalCounters*, int, int, int, int, int, int, long long, MemRequest*, HashRequest*) [63]
                0.00    0.00  687643/1867641     InstX::InstX() [84]
                0.00    0.00  687643/687643      GlobalCounters::generate_mem_resp_id() [96]
-----------------------------------------------
                0.01    0.00  578655/578655      NeuraMem::generate_mem_response(MemRequest*, int) [49]
[64]     0.0    0.01    0.00  578655         MemRequest::get_req_type() [64]
-----------------------------------------------
                0.01    0.00  578655/578655      NeuraCore::rf_responder() [32]
[65]     0.0    0.01    0.00  578655         MemResponse::~MemResponse() [65]
-----------------------------------------------
                0.00    0.00  155488/155488      NeuraMem::tick() [3]
[66]     0.0    0.00    0.00  155488         Cache::miss_routine(MemRequest*) [66]
                0.00    0.00  155488/155488      Cache::insert_in_request_table(MemRequest*) [67]
                0.00    0.00  217976/2109429     MemRequest::get_src_address() [62]
                0.00    0.00  108988/108988      address_to_mc_id(GlobalCounters*, int) [134]
                0.00    0.00  108988/837378      MemRequest::MemRequest(GlobalCounters*, int, int, int, int, int, int, int, HashRequest*) [88]
-----------------------------------------------
                0.00    0.00  155488/155488      Cache::miss_routine(MemRequest*) [66]
[67]     0.0    0.00    0.00  155488         Cache::insert_in_request_table(MemRequest*) [67]
                0.00    0.00  310976/2109429     MemRequest::get_src_address() [62]
                0.00    0.00  108988/108988      std::_Rb_tree<long long, std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > >, std::_Select1st<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >, std::less<long long>, std::allocator<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >, long long const&) [138]
-----------------------------------------------
                0.00    0.00       1/69          NeuraTile::~NeuraTile() [38]
                0.00    0.00      68/69          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [69]
[68]     0.0    0.00    0.00      69         GlobalCounters::~GlobalCounters() [68]
                0.00    0.00       1/19          std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [57]
                0.00    0.00      68/264636      MemResponse::get_payload() [112]
                0.00    0.00      68/68          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [214]
                0.00    0.00       5/5           std::_Rb_tree<int, std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<int>, std::allocator<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [273]
                0.00    0.00       5/5           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >*) [272]
                0.00    0.00       1/1           Mongo::~Mongo() [360]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::_Select1st<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::less<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::vector<int, std::allocator<int> >*> >*) [375]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, unsigned long>, std::_Select1st<std::pair<int const, unsigned long> >, std::less<int>, std::allocator<std::pair<int const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, unsigned long> >*) [377]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [374]
-----------------------------------------------
                0.00    0.00       1/68          NeuraDispatcher::custom_constructor(GlobalCounters*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [74]
                0.00    0.00       1/68          MemoryController::custom_constructor(GlobalCounters*, int) [25]
                0.00    0.00       2/68          Writer::custom_constructor(GlobalCounters*, long long) [73]
