Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.02     51.36     0.01    14350     0.00     0.00  HashPad::~HashPad()
  0.02     51.37     0.01      220     0.05     0.05  Conn::post_sim_metrics()
  0.02     51.38     0.01       19     0.53     0.53  std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*)
  0.02     51.39     0.01                             Conn::return_routine(bool, bool)
  0.01     51.40     0.01  2109429     0.00     0.00  MemRequest::get_src_address()
  0.01     51.40     0.01   687643     0.00     0.00  MemResponse::MemResponse(GlobalCounters*, int, int, int, int, int, int, long long, MemRequest*, HashRequest*)
  0.01     51.41     0.01   578655     0.00     0.00  MemRequest::get_req_type()
  0.01     51.41     0.01   578655     0.00     0.00  MemResponse::~MemResponse()
  0.00     51.41     0.00  3820354     0.00     0.00  HashRequest::is_all_ready()
  0.00     51.41     0.00  2736475     0.00     0.00  Cache::is_request_table_empty()
  0.00     51.41     0.00  1867641     0.00     0.00  InstX::InstX()
  0.00     51.41     0.00  1800527     0.00     0.00  GlobalCounters::get_cycle()
  0.00     51.41     0.00   877915     0.00     0.00  MemRequest::get_is_write()
  0.00     51.41     0.00   837378     0.00     0.00  MemRequest::get_dest_unit_uid()
  0.00     51.41     0.00   837378     0.00     0.00  MemRequest::MemRequest(GlobalCounters*, int, int, int, int, int, int, int, HashRequest*)
  0.00     51.41     0.00   837378     0.00     0.00  GlobalCounters::generate_mem_req_id()
  0.00     51.41     0.00   837378     0.00     0.00  InstX::~InstX()
  0.00     51.41     0.00   735422     0.00     0.00  MemRequest::get_address()
  0.00     51.41     0.00   687643     0.00     0.00  MemRequest::get_src_unit_uid()
  0.00     51.41     0.00   687643     0.00     0.00  MemRequest::get_id()
  0.00     51.41     0.00   687643     0.00     0.00  MemRequest::get_size()
  0.00     51.41     0.00   687643     0.00     0.00  MemResponse::get_dest_unit_uid()
  0.00     51.41     0.00   687643     0.00     0.00  GlobalCounters::generate_mem_resp_id()
  0.00     51.41     0.00   685654     0.00     0.00  GlobalCounters::set_sim_progress(int)
  0.00     51.41     0.00   647350     0.00     0.00  GlobalCounters::get_total_mems()
  0.00     51.41     0.00   647350     0.00     0.00  GlobalCounters::get_mem_id_array()
  0.00     51.41     0.00   578655     0.00     0.00  MemRequest::get_operand_id()
  0.00     51.41     0.00   578655     0.00     0.00  MemRequest::set_operand_id(int)
  0.00     51.41     0.00   578655     0.00     0.00  MemRequest::get_src_hash_req()
  0.00     51.41     0.00   578655     0.00     0.00  MemResponse::get_operand_id()
  0.00     51.41     0.00   578655     0.00     0.00  MemResponse::set_operand_id(int)
  0.00     51.41     0.00   578655     0.00     0.00  NeuraMem::generate_mem_response(MemRequest*, int)
  0.00     51.41     0.00   577424     0.00     0.00  std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned long const, int> >, unsigned long const&)
  0.00     51.41     0.00   572899     0.00     0.00  MemRequest::get_payload()
  0.00     51.41     0.00   569845     0.00     0.00  HashRequest::get_b_col_id()
  0.00     51.41     0.00   504824     0.00     0.00  GlobalCounters::tick()
  0.00     51.41     0.00   423167     0.00     0.00  MemRequest::set_payload(int)
  0.00     51.41     0.00   408060     0.00     0.00  HashRequest::get_table_id()
  0.00     51.41     0.00   326964     0.00     0.00  MemResponse::get_src_address()
  0.00     51.41     0.00   264636     0.00     0.00  MemResponse::get_payload()
  0.00     51.41     0.00   258723     0.00     0.00  MemRequest::~MemRequest()
  0.00     51.41     0.00   258723     0.00     0.00  GlobalCounters::get_mc_id_array()
  0.00     51.41     0.00   258405     0.00     0.00  void std::vector<MemRequest*, std::allocator<MemRequest*> >::_M_realloc_insert<MemRequest* const&>(__gnu_cxx::__normal_iterator<MemRequest**, std::vector<MemRequest*, std::allocator<MemRequest*> > >, MemRequest* const&)
  0.00     51.41     0.00   251481     0.00     0.00  std::_Rb_tree<unsigned long, std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > >, std::_Select1st<std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > > >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > > > >::erase(unsigned long const&)
  0.00     51.41     0.00   243975     0.00     0.00  HashRequest::get_count()
  0.00     51.41     0.00   218430     0.00     0.00  HashRequest::get_mult_result()
  0.00     51.41     0.00   192885     0.00     0.00  HashRequest::set_a_data_ready()
  0.00     51.41     0.00   192885     0.00     0.00  HashRequest::set_b_data_ready()
  0.00     51.41     0.00   192885     0.00     0.00  HashRequest::set_b_col_id_ready()
  0.00     51.41     0.00   192885     0.00     0.00  GlobalCounters::generate_hash_req_id()
  0.00     51.41     0.00   192885     0.00     0.00  void std::vector<InstX*, std::allocator<InstX*> >::emplace_back<InstX*>(InstX*&&)
  0.00     51.41     0.00   178034     0.00     0.00  void std::deque<InstX*, std::allocator<InstX*> >::_M_push_back_aux<InstX* const&>(InstX* const&)
  0.00     51.41     0.00   155488     0.00     0.00  Cache::miss_routine(MemRequest*)
  0.00     51.41     0.00   155488     0.00     0.00  Cache::insert_in_request_table(MemRequest*)
  0.00     51.41     0.00   149735     0.00     0.00  HashResponse::get_table_id()
  0.00     51.41     0.00   149735     0.00     0.00  HashResponse::get_mult_result()
  0.00     51.41     0.00   149735     0.00     0.00  HashResponse::get_src_hash_req()
  0.00     51.41     0.00   149735     0.00     0.00  HashResponse::get_dest_unit_uid()
  0.00     51.41     0.00   149735     0.00     0.00  HashResponse::HashResponse(GlobalCounters*, int, int, long long, long long, int, HashRequest*)
  0.00     51.41     0.00   149735     0.00     0.00  GlobalCounters::get_writer_id_array()
  0.00     51.41     0.00   149735     0.00     0.00  GlobalCounters::generate_hash_resp_id()
  0.00     51.41     0.00   149735     0.00     0.00  Writer::send_write_request(MemRequest*)
  0.00     51.41     0.00   113212     0.00     0.00  std::_Rb_tree<unsigned long, std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > >, std::_Select1st<std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > > >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > > > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, std::vector<MemRequest*, std::allocator<MemRequest*> > > >*)
  0.00     51.41     0.00   110880     0.00     0.00  Conn::interval_metrics()
  0.00     51.41     0.00   108988     0.00     0.00  address_to_mc_id(GlobalCounters*, int)
  0.00     51.41     0.00   108988     0.00     0.00  GlobalCounters::get_total_mcs()
  0.00     51.41     0.00   108988     0.00     0.00  Cache::get_mem_req_list[abi:cxx11](long long)
  0.00     51.41     0.00   108988     0.00     0.00  NeuraMem::reply_multiple_mem_reqs(MemResponse*)
  0.00     51.41     0.00   108988     0.00     0.00  CacheLine::CacheLine(int, long long, long long)
  0.00     51.41     0.00   108988     0.00     0.00  std::_Rb_tree<long long, std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > >, std::_Select1st<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >, std::less<long long>, std::allocator<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >, long long const&)
  0.00     51.41     0.00   108988     0.00     0.00  std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long long const, CacheLine*> >, long long const&)
  0.00     51.41     0.00    68695     0.00     0.00  HashRequest::get_dest_unit_uid()
  0.00     51.41     0.00    68695     0.00     0.00  HashRequest::set_dest_unit_uid(int)
  0.00     51.41     0.00    68695     0.00     0.00  HashPad::decrement_count_map(long long)
  0.00     51.41     0.00    68695     0.00     0.00  HashPad::check_eviction_condition(long long)
  0.00     51.41     0.00    43150     0.00     0.00  HashPad::hit_routine(HashRequest*)
  0.00     51.41     0.00    43150     0.00     0.00  HashLine::accumulate_data(int)
  0.00     51.41     0.00    33768     0.00     0.00  bsoncxx::v_noabi::document::value bsoncxx::v_noabi::builder::basic::make_document<std::tuple<char const (&) [5], char const (&) [17]>, std::tuple<char const (&) [12], long&&>, std::tuple<char const (&) [21], long&&>, std::tuple<char const (&) [21], long&&> >(std::tuple<char const (&) [5], char const (&) [17]>&&, std::tuple<char const (&) [12], long&&>&&, std::tuple<char const (&) [21], long&&>&&, std::tuple<char const (&) [21], long&&>&&)
  0.00     51.41     0.00    25545     0.00     0.00  GlobalCounters::get_total_writers()
  0.00     51.41     0.00    25545     0.00     0.00  HashPad::miss_routine(HashRequest*)
  0.00     51.41     0.00    25545     0.00     0.00  HashLine::HashLine(long long, int, long long)
  0.00     51.41     0.00    18264     0.00     0.00  std::_Rb_tree<long long, std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > >, std::_Select1st<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >, std::less<long long>, std::allocator<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, std::__cxx11::list<MemRequest*, std::allocator<MemRequest*> > > >*)
  0.00     51.41     0.00    16128     0.00     0.00  NeuraRouter::interval_metrics()
  0.00     51.41     0.00    15388     0.00     0.00  std::_Rb_tree<long long, std::pair<long long const, HashLine*>, std::_Select1st<std::pair<long long const, HashLine*> >, std::less<long long>, std::allocator<std::pair<long long const, HashLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, HashLine*> >*)
  0.00     51.41     0.00    15388     0.00     0.00  std::_Rb_tree<long long, std::pair<long long const, long long>, std::_Select1st<std::pair<long long const, long long> >, std::less<long long>, std::allocator<std::pair<long long const, long long> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, long long> >*)
  0.00     51.41     0.00    14350     0.00     0.00  HashPad::custom_constructor(unsigned long, long long)
  0.00     51.41     0.00    14350     0.00     0.00  HashPad::HashPad()
  0.00     51.41     0.00    14350     0.00     0.00  std::_Rb_tree<long long, std::pair<long long const, HashPad*>, std::_Select1st<std::pair<long long const, HashPad*> >, std::less<long long>, std::allocator<std::pair<long long const, HashPad*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long long const, HashPad*> >, long long const&)
  0.00     51.41     0.00     8064     0.00     0.00  NeuraMem::interval_metrics()
  0.00     51.41     0.00     8064     0.00     0.00  NeuraCore::interval_metrics()
  0.00     51.41     0.00     3277     0.00     0.00  boost::xpressive::detail::xpression_adaptor<boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::optional_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::end_matcher, boost::xpressive::detail::no_next> >, boost::xpressive::detail::matchable_ex<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::match(boost::xpressive::detail::match_state<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) const
  0.00     51.41     0.00     1008     0.00     0.00  Writer::interval_metrics()
  0.00     51.41     0.00      587     0.00     0.00  boost::optional_detail::optional_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::optional_base(boost::optional_detail::optional_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00     51.41     0.00      583     0.00     0.00  Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00     51.41     0.00      576     0.00     0.00  std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.129]
  0.00     51.41     0.00      545     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.106]
  0.00     51.41     0.00      504     0.00     0.00  GlobalCounters::cycle_printer()
  0.00     51.41     0.00      504     0.00     0.00  GlobalCounters::print_sim_speed()
  0.00     51.41     0.00      504     0.00     0.00  GlobalCounters::interval_metrics()
  0.00     51.41     0.00      504     0.00     0.00  NeuraDispatcher::interval_metrics()
  0.00     51.41     0.00      504     0.00     0.00  MemoryController::interval_metrics()
  0.00     51.41     0.00      504     0.00     0.00  bsoncxx::v_noabi::document::value bsoncxx::v_noabi::builder::basic::make_document<std::tuple<char const (&) [5], char const (&) [17]>, std::tuple<char const (&) [12], long&&>, std::tuple<char const (&) [16], long&&>, std::tuple<char const (&) [18], double&&>, std::tuple<char const (&) [14], double&&>, std::tuple<char const (&) [13], double&&>, std::tuple<char const (&) [22], double&&> >(std::tuple<char const (&) [5], char const (&) [17]>&&, std::tuple<char const (&) [12], long&&>&&, std::tuple<char const (&) [16], long&&>&&, std::tuple<char const (&) [18], double&&>&&, std::tuple<char const (&) [14], double&&>&&, std::tuple<char const (&) [13], double&&>&&, std::tuple<char const (&) [22], double&&>&&)
  0.00     51.41     0.00      504     0.00     0.00  bsoncxx::v_noabi::document::value bsoncxx::v_noabi::builder::basic::make_document<std::tuple<char const (&) [5], char const (&) [17]>, std::tuple<char const (&) [12], long&&>, std::tuple<char const (&) [21], long&&>, std::tuple<char const (&) [21], long&&>, std::tuple<char const (&) [32], double&&>, std::tuple<char const (&) [27], long&&> >(std::tuple<char const (&) [5], char const (&) [17]>&&, std::tuple<char const (&) [12], long&&>&&, std::tuple<char const (&) [21], long&&>&&, std::tuple<char const (&) [21], long&&>&&, std::tuple<char const (&) [32], double&&>&&, std::tuple<char const (&) [27], long&&>&&)
  0.00     51.41     0.00      504     0.00     0.00  bsoncxx::v_noabi::document::value bsoncxx::v_noabi::builder::basic::make_document<std::tuple<char const (&) [5], char const (&) [17]>, std::tuple<char const (&) [12], long&&>, std::tuple<char const (&) [26], long&&>, std::tuple<char const (&) [21], long&&>, std::tuple<char const (&) [21], long&&> >(std::tuple<char const (&) [5], char const (&) [17]>&&, std::tuple<char const (&) [12], long&&>&&, std::tuple<char const (&) [26], long&&>&&, std::tuple<char const (&) [21], long&&>&&, std::tuple<char const (&) [21], long&&>&&)
  0.00     51.41     0.00      504     0.00     0.00  NeuraTile::interval_metrics()
  0.00     51.41     0.00      504     0.00     0.00  NeuraTile::self_interval_metrics()
  0.00     51.41     0.00      476     0.00     0.00  void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long const&>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long const&)
  0.00     51.41     0.00      440     0.00     0.00  std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int&&)
  0.00     51.41     0.00      348     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00     51.41     0.00      276     0.00     0.00  GlobalCounters::is_router(int)
  0.00     51.41     0.00      266     0.00     0.00  NeuraRouter::get_in_port_ref(int)
  0.00     51.41     0.00      266     0.00     0.00  NeuraRouter::get_vertex_name[abi:cxx11]()
  0.00     51.41     0.00      266     0.00     0.00  NeuraRouter::get_out_port_ref(int)
  0.00     51.41     0.00      266     0.00     0.00  NeuraRouter::get_uid()
  0.00     51.41     0.00      264     0.00     0.00  void std::vector<boost::detail::stored_edge_property<unsigned long, boost::property<boost::edge_weight_t, int, boost::no_property> >, std::allocator<boost::detail::stored_edge_property<unsigned long, boost::property<boost::edge_weight_t, int, boost::no_property> > > >::_M_realloc_insert<boost::detail::stored_edge_property<unsigned long, boost::property<boost::edge_weight_t, int, boost::no_property> > >(__gnu_cxx::__normal_iterator<boost::detail::stored_edge_property<unsigned long, boost::property<boost::edge_weight_t, int, boost::no_property> >*, std::vector<boost::detail::stored_edge_property<unsigned long, boost::property<boost::edge_weight_t, int, boost::no_property> >, std::allocator<boost::detail::stored_edge_property<unsigned long, boost::property<boost::edge_weight_t, int, boost::no_property> > > > >, boost::detail::stored_edge_property<unsigned long, boost::property<boost::edge_weight_t, int, boost::no_property> >&&)
  0.00     51.41     0.00      220     0.00     0.00  GlobalCounters::generate_conn_id()
  0.00     51.41     0.00      220     0.00     0.00  GlobalCounters::add_edge_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int)
  0.00     51.41     0.00      220     0.00     0.00  Conn::smart_stats()
  0.00     51.41     0.00      220     0.00     0.00  Conn::sanity_check()
  0.00     51.41     0.00      220     0.00     0.00  Conn::measure_max_buffer_sizes()
  0.00     51.41     0.00      220     0.00     0.00  Conn::Conn(GlobalCounters*)
  0.00     51.41     0.00      220     0.00     0.00  Conn::~Conn()
  0.00     51.41     0.00      220     0.00     0.00  bsoncxx::v_noabi::document::value bsoncxx::v_noabi::builder::basic::make_document<std::tuple<char const (&) [5], char const (&) [17]>, std::tuple<char const (&) [3], long&&>, std::tuple<char const (&) [16], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>, std::tuple<char const (&) [12], long&&>, std::tuple<char const (&) [12], long&&> >(std::tuple<char const (&) [5], char const (&) [17]>&&, std::tuple<char const (&) [3], long&&>&&, std::tuple<char const (&) [16], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>&&, std::tuple<char const (&) [12], long&&>&&, std::tuple<char const (&) [12], long&&>&&)
  0.00     51.41     0.00      220     0.00     0.00  NeuraTile::connect_units(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int)
  0.00     51.41     0.00      220     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.58]
  0.00     51.41     0.00      220     0.00     0.00  void std::vector<Conn*, std::allocator<Conn*> >::emplace_back<Conn*>(Conn*&&)
  0.00     51.41     0.00      160     0.00     0.00  std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.119]
  0.00     51.41     0.00      146     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*)
  0.00     51.41     0.00      137     0.00     0.00  std::_Rb_tree<long long, std::pair<long long const, HashPad*>, std::_Select1st<std::pair<long long const, HashPad*> >, std::less<long long>, std::allocator<std::pair<long long const, HashPad*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, HashPad*> >*)
  0.00     51.41     0.00      128     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.130]
  0.00     51.41     0.00      128     0.00     0.00  std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.171]
